,y_valid,valid_predict
0,56.85,37.866250000000015
1,19.93,13.098749999999999
2,24.0,21.544444444444444
3,38.6,30.54
4,59.2,61.70727272727272
5,21.07,30.728749999999998
6,11.98,13.098749999999999
7,56.06,52.4575
8,46.23,44.52484848484849
9,74.7,44.52484848484849
10,42.92,44.650999999999996
11,11.41,9.288064516129031
12,20.97,17.765333333333334
13,25.42,17.49857142857143
14,39.61,33.76823529411764
15,47.74,44.650999999999996
16,25.1,33.76823529411764
17,54.1,46.849999999999994
18,58.61,44.650999999999996
19,7.68,9.288064516129031
20,33.0,33.2356
21,24.05,33.2356
22,36.96,33.2356
23,58.78,55.129999999999995
24,53.77,52.4575
25,24.39,25.356666666666666
26,32.63,33.2356
27,30.08,33.2356
28,41.1,31.615333333333336
29,9.69,9.288064516129031
30,25.73,33.2356
31,23.84,33.76823529411764
32,12.18,12.32
33,31.87,33.76823529411764
34,15.03,9.288064516129031
35,32.92,33.76823529411764
36,23.8,27.42
37,28.47,37.866250000000015
38,17.82,29.75
39,65.2,61.70727272727272
40,18.03,33.76823529411764
41,65.7,65.18578947368421
42,41.67,36.54600000000001
43,55.9,46.40166666666667
44,39.78,49.93416666666666
45,25.45,30.14
46,36.45,33.76823529411764
47,21.92,17.49857142857143
48,34.24,31.1
49,59.59,61.86
50,48.72,37.866250000000015
51,16.26,17.765333333333334
52,32.96,37.40428571428572
53,33.06,30.728749999999998
54,43.94,55.129999999999995
55,13.33,21.4
56,39.27,33.76823529411764
57,59.49,65.18578947368421
58,32.1,44.38058823529411
59,14.99,17.765333333333334
60,56.1,55.25
61,37.34,44.650999999999996
62,29.07,37.36571428571428
63,39.3,50.13666666666666
64,37.23,33.76823529411764
65,8.49,13.098749999999999
66,80.2,44.52484848484849
67,38.7,44.52484848484849
68,32.05,33.2356
69,21.91,9.606666666666667
70,53.58,72.32000000000001
71,18.13,17.765333333333334
72,44.52,52.4575
73,29.73,30.887
74,29.98,33.76823529411764
75,25.2,27.066666666666666
76,37.72,49.93416666666666
77,21.97,33.76823529411764
78,58.52,65.18578947368421
79,19.01,25.114333333333335
80,23.64,31.615333333333336
81,18.29,25.114333333333335
82,79.3,77.96666666666665
83,55.16,67.11
84,53.69,44.38058823529411
85,26.85,33.76823529411764
86,39.0,33.76823529411764
87,54.6,49.93416666666666
88,69.66,65.18578947368421
89,38.2,52.4575
90,29.41,30.887
91,15.09,14.3675
92,51.73,49.93416666666666
93,15.42,17.955
94,10.54,9.606666666666667
95,56.81,52.4575
96,27.77,37.866250000000015
97,36.35,37.36571428571428
98,25.18,24.27333333333333
99,37.17,44.52484848484849
100,11.17,9.288064516129031
101,48.7,49.93416666666666
102,15.53,14.3675
103,22.75,31.615333333333336
104,41.54,44.52484848484849
105,53.72,52.4575
106,28.94,30.728749999999998
107,39.6,26.92
108,53.3,50.088
109,15.75,17.49857142857143
110,32.72,33.76823529411764
111,11.58,13.098749999999999
112,15.36,21.4
113,26.2,37.866250000000015
114,20.87,18.24333333333333
115,37.44,38.16
116,40.23,33.2356
117,59.76,52.61
118,20.77,23.777500000000007
119,23.4,17.765333333333334
120,38.46,37.866250000000015
121,72.3,65.18578947368421
122,37.92,34.5525
123,64.3,61.70727272727272
124,47.4,37.866250000000015
125,71.3,71.3
126,64.3,61.70727272727272
127,49.2,50.13666666666666
128,52.2,53.673124999999985
129,32.33,33.76823529411764
130,13.62,13.098749999999999
131,39.7,44.38058823529411
132,51.96,37.866250000000015
133,15.87,13.499375
134,24.07,21.544444444444444
135,8.06,9.288064516129031
136,34.4,31.615333333333336
137,17.17,9.288064516129031
138,38.02,50.13666666666666
139,70.7,61.70727272727272
140,37.81,33.2356
141,40.06,33.76823529411764
142,31.42,33.76823529411764
143,31.97,38.16
144,68.1,60.65875
145,40.6,31.615333333333336
146,40.15,33.76823529411764
147,13.09,17.49857142857143
148,32.85,39.712222222222216
149,38.77,36.54600000000001
150,33.04,44.52484848484849
151,32.07,21.016
152,52.42,44.52484848484849
153,38.7,33.76823529411764
