,y_train,train_predict
0,15.42,15.520292740728461
1,27.53,27.630146286173506
2,33.4,33.49946207344074
3,25.48,25.579584144851587
4,26.86,26.9596930537545
5,31.35,31.450158281547402
6,35.34,35.44022270493405
7,13.52,13.620293540519654
8,40.15,40.25024712240271
9,58.8,58.7003455237097
10,67.31,67.20970458969347
11,10.03,10.130251489627266
12,19.42,19.519698155323695
13,43.25,43.15025314442978
14,33.08,33.17945962433762
15,43.57,43.46984995684627
16,42.62,42.520203088154204
17,50.51,50.4103011527594
18,26.86,26.959786103296356
19,2.33,2.430099669522157
20,49.25,49.15010298210697
21,34.49,34.58999180532202
22,13.46,13.560223720645453
23,66.1,65.99950954445669
24,30.57,30.67021119281243
25,40.68,40.57958048037197
26,12.46,12.56021260075396
27,3.32,3.419904077121295
28,37.43,37.329694403142184
29,21.16,21.260226562454285
30,17.96,18.060089191051414
31,7.51,7.609945946177675
32,52.91,52.81014978153998
33,36.8,36.69946419417583
34,6.81,6.910010528566723
35,62.94,62.84014217689042
36,43.7,43.59996669662897
37,39.36,39.26017766661415
38,79.4,79.30022643572853
39,39.66,39.559664501314906
40,26.14,26.24010755917405
41,26.23,26.330010431364087
42,24.66,24.760219412349315
43,40.93,40.83038534345169
44,24.58,24.680187240143436
45,39.42,39.32022432931226
46,63.14,63.040223558457896
47,52.2,52.10024170026691
48,24.99,25.09015302110012
49,37.8,37.90003485937697
50,44.21,44.109864849438296
51,43.38,43.2801453876401
52,10.79,10.889724561331338
53,19.35,19.450110475395654
54,29.79,29.889799077745398
55,54.38,54.28014648144911
56,48.15,48.05003148667698
57,37.42,37.31969987558294
58,25.61,25.7095854236368
59,55.06,54.96021260075396
60,17.37,17.47008037871953
61,30.12,30.21996737741955
62,21.02,21.12003150121956
63,77.3,77.20015744191444
64,71.3,71.19997853416734
65,61.99,61.88992134670916
66,60.95,60.85022673994869
67,16.5,16.60012968990973
68,29.55,29.64994492529123
69,19.69,19.79018587901837
70,42.03,41.92997845722133
71,57.23,57.129581481523616
72,61.09,60.98998700333834
73,15.58,15.679510121387754
74,59.0,58.90022105608598
75,45.08,44.98022014424153
76,28.63,28.73026117820948
77,7.32,7.420146680711554
78,42.14,42.03943186575441
79,43.58,43.479973939682786
80,39.94,39.83949944074937
81,22.5,22.600020557047998
82,41.94,41.83942072823775
83,31.38,31.479824518344408
84,29.75,29.85023419840457
85,27.92,28.020338299258718
86,17.54,17.639614607797675
87,31.27,31.369697195894325
88,25.56,25.660069513327254
89,59.09,58.98996669662896
90,71.99,71.88990118645472
91,33.49,33.59020672516755
92,47.71,47.610225934203015
93,36.44,36.339461331101546
94,33.94,34.03993443158518
95,32.4,32.50005575918237
96,61.8,61.70002873227071
97,61.46,61.36015399211976
98,40.87,40.7700396039275
99,46.68,46.93514661466733
100,23.79,23.89002127092616
101,18.28,18.379761485156884
102,24.5,24.600019844022764
103,31.45,31.549544076440828
104,11.39,11.490075501230223
105,18.03,18.130048208642087
106,33.76,33.8600770428412
107,61.89,61.79009581377636
108,45.71,45.610218435214904
109,44.64,44.539842573382266
110,39.3,39.2001466369144
111,44.21,44.11009525075686
112,74.36,74.26015828154672
113,28.63,28.730082295293577
114,12.64,12.740147611379491
115,22.95,23.04996568423752
116,23.79,23.889935647167786
117,33.4,33.50008406473977
118,31.97,32.07000981623979
119,32.53,32.63022716516972
120,19.77,19.870158280114993
121,18.13,18.23026232033956
122,33.19,33.29025952052622
123,14.4,14.500031501220256
124,21.78,21.88017768600949
125,41.3,41.2002500037141
126,35.17,35.27022432931259
127,33.8,33.9000895275055
128,22.84,22.939425978577695
129,73.3,73.20030350404743
130,15.52,15.619509749657364
131,36.56,36.46014598856415
132,62.05,61.950129370864104
133,25.51,25.60978384414557
134,35.87,35.961690683565365
135,10.35,10.449934445137167
136,31.54,31.640008946570642
137,42.13,42.030184038311525
138,15.57,15.669635770702882
139,28.63,28.730157094286184
140,18.2,18.300206720324926
141,32.72,32.81970132274673
142,31.74,31.840223558459833
143,39.64,39.5394212268393
144,41.37,41.270173940388084
145,36.94,36.8400436368006
146,61.86,61.760153136179056
147,24.24,24.34012191221087
148,53.1,53.00005334307653
149,40.76,40.65963605202868
150,46.8,46.70002778249337
151,44.33,44.230047860972554
152,25.02,25.119913040486708
153,21.82,21.92008377703403
154,51.04,50.93993594209321
155,31.42,31.52004785948178
156,25.1,25.2000970381791
157,25.69,25.789504194351927
158,44.52,44.42025464271167
159,52.12,52.02029036141333
160,41.72,41.620226733045456
161,10.76,10.859935942093642
162,74.19,74.09018653501438
163,28.68,28.780225636227037
164,35.08,35.18000008753976
165,56.61,56.509533735438545
166,26.92,27.020043820120293
167,50.6,50.49970132241653
168,46.25,46.14954261044868
169,22.49,22.58958414777122
170,17.54,17.64026232033956
171,13.36,13.459728901473742
172,40.56,40.46025492597464
173,12.45,12.549451960913835
174,52.04,51.93951010264191
175,27.22,27.32001525126833
176,46.23,46.12974792643291
177,44.52,44.420231033562274
178,55.25,55.149902563006506
179,26.74,26.83949565522569
180,18.42,18.520031486676988
181,55.2,55.10004324802878
182,37.27,37.17010425054683
183,35.23,35.3297482230415
184,35.3,35.400089972827416
185,25.37,25.469963009807877
186,11.47,11.570293468468442
187,25.62,25.71975445465123
188,17.54,17.639945372149484
189,33.7,33.80004362603404
190,31.35,31.449490645897125
191,28.02,28.120084975795166
192,50.46,50.360146683939995
193,33.09,33.19022645707698
194,34.77,34.66964560436215
195,31.72,31.820067757661576
196,30.28,30.38022713198576
197,26.15,26.24998543296769
198,20.28,20.380043248028787
199,27.23,27.329544076440747
200,41.15,41.050282550680734
201,29.55,29.65014628169229
202,22.72,22.820187240607098
203,56.7,56.59982208160876
204,28.3,28.400302330688852
205,49.77,49.6695836114829
206,64.9,64.80022639021385
207,33.42,33.51975158207472
208,43.01,42.910227165169715
209,17.24,17.339510040910607
210,43.58,43.68023724736932
211,38.22,38.11991304944178
212,59.8,59.70029036141332
213,35.86,35.96024040245542
214,24.43,24.52974317487986
215,66.95,66.85018580015065
216,41.54,41.43949130929085
217,56.5,56.40022105608598
218,39.15,39.05020747577703
219,40.93,41.03023738311347
220,27.04,27.14019353561495
221,26.23,26.329949619077755
222,15.82,15.92014538764036
223,21.18,21.28016119224425
224,40.87,40.77013076944123
225,41.24,41.14025464271167
226,37.27,37.16941492058705
227,82.6,82.49957772628396
228,32.11,32.20950992939497
229,38.6,38.49984676153428
230,30.88,30.97990359467523
231,29.93,29.82974705161468
232,12.37,12.470171998868349
233,36.45,36.34950992122849
234,16.88,16.980234202028115
235,47.97,55.64341313985737
236,24.92,25.020177494266445
237,13.66,13.760053355199162
238,9.74,9.839915137485796
239,6.9,6.9998300996288805
240,43.39,43.29015859326828
241,19.99,20.090263666232573
242,57.21,57.10958337578555
243,31.35,31.45015859326681
244,32.77,32.870069331134815
245,41.16,41.06008010072345
246,32.66,32.76022563640985
247,49.2,49.0995932747944
248,14.6,14.699594660093677
249,55.5,55.40024718940612
250,72.99,72.88948080968133
251,33.31,33.410019293752846
252,64.9,64.79994528373186
253,55.94,55.84024359402617
254,14.94,15.040262672464355
255,45.3,45.19949473178777
256,76.24,76.14025727961067
257,10.73,10.830227305492507
258,13.29,13.389965834932177
259,46.68,46.58018600085221
260,19.01,19.11022355845985
261,28.99,29.090047860972568
262,22.63,22.72942072823774
263,36.15,36.04969762722508
264,28.1,28.200187240143443
265,47.71,47.610153710231984
266,14.64,14.740015262376133
267,48.4,48.299591697113335
268,36.35,36.2499740045199
269,24.89,24.989698158632933
270,35.34,35.44019970802307
271,46.39,46.289938104495214
272,21.29,21.390301993000193
273,64.9,64.80018753305248
274,33.7,33.80030350404742
275,55.9,55.800184536572246
276,32.84,32.939656329071155
277,46.9,46.800157440417664
278,29.59,29.68998700333833
279,60.29,60.190182852345586
280,13.82,13.920185800151106
281,37.36,37.26025727043948
282,66.0,65.89949459411244
283,28.24,28.340187240143436
284,53.52,53.42017326556349
285,39.16,39.06029527141983
286,18.13,18.230031250479414
287,4.78,4.880263007570935
288,31.65,31.750048208616697
289,53.9,51.910218258870344
290,34.2,34.30021896632667
291,33.4,33.50008406473977
292,57.22,57.11958337469572
293,76.8,76.69990118645472
294,35.3,35.400089972827416
295,57.92,57.82026431999755
296,49.77,49.66976119413243
297,67.7,67.60022578037923
298,9.73,9.829823023303685
299,41.93,41.829786209094124
300,39.84,39.740020168565906
